NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q006,Q024,Q025,Q026,Q047
0b0b7a416cc00e5a031c9bdda7719527ce357d61,23,1.0,1,2,0,2,491.6,433.4,444.8,393.8,0,120.0,120.0,120.0,120.0,80.0,560.0,8,8,3,2,2,1,1
4071da9a69ce04ef14cdb5d0b9e840480c932f65,18,1.0,3,3,0,1,462.8,531.5,350.6,487.4,1,80.0,120.0,120.0,100.0,80.0,500.0,5,5,8,2,2,1,4
fb77ea2ffa52dc5de58eec2ebc3918f490ee2504,17,2.0,1,2,0,2,557.6,608.8,603.2,602.4,0,140.0,140.0,160.0,140.0,180.0,760.0,5,7,2,2,1,2,1
6e08cac7305ff64156eeaa72b68942d09ff93082,22,2.0,3,1,3,1,426.3,487.0,394.2,351.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,1,2,2,1
910791ec7430d6c0dc5d458a3ee45d039f4d8df5,18,1.0,1,2,0,2,394.3,445.2,395.5,391.2,0,80.0,120.0,120.0,100.0,80.0,500.0,1,2,2,1,2,1,1
6463d23951a4a7b6649ef55fb009620e28d40add,17,2.0,3,2,0,2,479.2,592.0,623.8,443.8,1,120.0,120.0,100.0,100.0,80.0,520.0,1,1,2,1,1,1,1
39defe35bd14c3553f6328660944e33b0ed63bfb,22,1.0,3,1,4,1,419.1,476.0,415.2,374.8,1,120.0,100.0,80.0,100.0,0.0,400.0,2,4,2,1,1,2,1
49a2f83a9a5a13127f13f8a36e3670d522ea12e0,19,2.0,1,1,2,1,619.3,637.4,571.5,700.9,1,160.0,200.0,180.0,160.0,140.0,840.0,6,5,14,4,2,1,2
c766dba145ea799e135e91fbfbd0d6bbbc9efb2f,21,1.0,1,2,0,2,405.7,550.7,540.2,500.7,1,100.0,80.0,80.0,80.0,40.0,380.0,3,3,2,1,2,3,1
b788a1168ae30ef2e7f47b81bd2e09ff2a4772a9,17,2.0,3,2,0,2,456.6,502.4,553.1,375.6,1,120.0,120.0,120.0,100.0,100.0,560.0,3,3,2,1,1,1,1
423f663aaee77c38e58585eed1d6164b18dae6a9,17,1.0,3,2,0,3,613.1,682.0,614.2,769.8,0,160.0,180.0,140.0,160.0,140.0,780.0,6,6,7,4,2,1,5
a37041fe535e08c231eec6123adcb360bec38dc3,19,1.0,3,2,0,2,491.4,381.4,430.0,420.8,0,120.0,100.0,80.0,80.0,80.0,460.0,3,5,3,2,2,1,1
61a424fee2d81fec9768fe7abbd8878a7507349e,25,2.0,2,1,8,1,407.8,511.3,502.9,517.3,1,120.0,120.0,100.0,140.0,80.0,560.0,5,5,4,2,2,3,1
c3f2d9b6fbddfc7deb60e585550b5769bb84155d,19,1.0,4,2,0,2,396.8,512.3,540.0,400.0,1,140.0,60.0,40.0,80.0,40.0,360.0,8,6,2,2,2,1,1
8e71edced750c85206ab24012602994cf8140059,42,2.0,2,1,10,1,401.3,503.2,563.1,341.0,1,120.0,120.0,140.0,120.0,60.0,560.0,8,8,6,2,2,2,1
df3337f202feb4e25f9037e025a00dc1da944a80,17,2.0,3,2,0,2,573.8,613.7,607.2,631.1,0,160.0,160.0,160.0,160.0,160.0,800.0,2,6,4,2,2,1,1
e2a4c390f30c56e9a345732a7ca8104f27e14572,28,2.0,3,1,10,1,571.2,593.9,558.4,601.5,0,120.0,120.0,120.0,120.0,100.0,580.0,1,4,2,1,1,3,1
fa96320abd17f81bd704521f2fdc09702abae976,20,1.0,1,1,3,1,446.2,497.6,420.3,545.5,0,160.0,160.0,140.0,140.0,120.0,720.0,4,5,5,2,2,2,5
0509ef3abb62120a9391fd4fc1c92ffe3710b517,17,1.0,0,2,0,3,519.8,566.3,445.7,539.7,1,160.0,160.0,120.0,120.0,80.0,640.0,4,4,5,1,1,1,2
ef0f02e5a1e84942b54681be04e52a8674f1deaa,18,1.0,1,2,0,2,539.1,530.1,550.5,485.2,0,120.0,120.0,120.0,100.0,40.0,500.0,4,4,4,2,2,1,1
9a51b87424facc3b25f74f90e61e8eac980989ab,20,1.0,1,1,3,1,543.2,657.4,640.1,570.8,0,140.0,160.0,140.0,140.0,160.0,740.0,2,4,4,2,2,2,1
935dc60b90aa6c8fec5b2ef1c077e20a80b22281,28,2.0,1,1,10,1,525.0,437.6,505.1,400.1,1,100.0,80.0,80.0,120.0,20.0,400.0,5,4,4,2,2,2,1
0e25c18ed0963e310cddefbe4108979d90de7cde,17,1.0,3,2,0,2,516.2,587.4,518.3,381.3,0,120.0,120.0,120.0,120.0,80.0,560.0,5,5,2,1,2,1,1
7412efb0d0534ded282ce1c9a88af54e0f36644a,19,1.0,3,3,0,1,494.7,408.7,533.9,348.1,0,120.0,120.0,120.0,120.0,40.0,520.0,8,8,3,2,2,1,3
a317a600ba63341955c268d0265811e0c3dd20b4,18,1.0,3,2,0,2,670.6,614.3,674.9,793.0,0,160.0,160.0,160.0,160.0,160.0,800.0,7,6,14,5,2,1,1
7346c03052846aa78675d7564013e0e959ab38cf,17,2.0,3,2,0,3,542.3,573.6,572.7,509.3,0,160.0,140.0,120.0,140.0,120.0,680.0,3,7,8,2,2,1,4
bbc6dd9a5f9ea38a105623c1fcefc4134ff924bb,15,2.0,3,3,0,1,387.0,492.4,570.4,547.7,1,120.0,120.0,120.0,120.0,80.0,560.0,5,5,2,2,2,1,1
a5cde16bee45b732e31c8c55b2fec1b79ff97046,17,1.0,5,3,0,1,439.5,475.0,502.9,533.5,1,120.0,120.0,100.0,120.0,100.0,560.0,3,2,2,1,1,1,1
64a8625af4fb1714805c4634f669fb17ad67310d,18,2.0,1,1,1,1,374.1,395.5,450.0,409.6,1,120.0,60.0,60.0,100.0,20.0,360.0,5,5,3,2,1,3,1
bc74e294b8d0745d3316d18ed9b84ae852cfcc4b,17,2.0,3,2,0,2,417.7,529.7,496.0,421.9,1,120.0,120.0,100.0,120.0,60.0,520.0,6,5,5,2,2,1,2
631cbb3274685fd161978d39c814bbf613179ebb,16,2.0,3,3,0,1,460.3,500.5,480.9,412.7,0,120.0,120.0,100.0,120.0,100.0,560.0,3,5,3,1,1,1,2
dd613c57f86bb9ed90f1859eb25ec8385a9222de,17,2.0,2,3,0,1,476.1,357.4,425.6,455.4,1,80.0,80.0,100.0,80.0,80.0,420.0,2,2,3,1,1,1,1
613ecb6c0cdd09672c811fa06948a5d3a4b04cc7,17,2.0,3,2,0,3,384.8,498.8,568.9,429.1,1,160.0,160.0,120.0,120.0,80.0,640.0,4,7,11,3,2,1,4
fd01057f860dd501429e3fa05a345cf0941e1782,21,2.0,2,1,3,1,549.0,642.2,580.0,666.9,0,160.0,200.0,200.0,200.0,180.0,940.0,3,3,2,1,2,2,1
a79131b85ffd8fdb7990836680caf5ef1b1bc137,20,2.0,3,2,0,2,473.8,478.7,479.5,504.4,1,120.0,120.0,120.0,120.0,40.0,520.0,1,1,2,2,1,3,1
e956cf0f82a12a3291a034ba31e4e8d119509011,18,2.0,3,2,0,2,445.0,475.6,506.6,379.5,0,120.0,120.0,120.0,120.0,0.0,480.0,3,4,3,2,2,1,1
86d196a219cae0044d965f6341c3ac1f2bf69160,22,1.0,3,1,4,1,515.8,595.9,549.9,563.3,1,100.0,120.0,120.0,120.0,80.0,540.0,3,4,4,2,2,2,1
50658f747ae7bf59db92f743b02abde5a78d2d37,22,2.0,1,1,5,1,390.6,592.3,616.1,448.6,1,120.0,120.0,80.0,120.0,80.0,520.0,4,5,5,1,2,2,1
fee82fb15bfcf8a1460da7284b27693af1b3c7c6,17,1.0,1,2,0,2,446.0,406.2,515.0,422.5,1,100.0,120.0,120.0,120.0,100.0,560.0,8,7,3,2,2,1,1
178e54e0c2c843aab3cfacfdf64d9a4ff9ab7f6a,17,2.0,2,3,0,1,456.1,493.1,505.8,355.0,0,120.0,100.0,100.0,80.0,100.0,500.0,8,3,2,2,1,1,1
2ee7a82aef624c761dfae25a2ee5d4b552fd91f2,20,1.0,3,1,1,1,482.1,501.8,390.5,621.6,1,80.0,80.0,100.0,120.0,80.0,460.0,2,5,3,2,2,2,1
ae4c61f34afd8b719837177d0854ba0a210da3db,17,2.0,1,2,0,2,369.3,466.2,396.7,364.8,0,120.0,100.0,80.0,80.0,80.0,460.0,3,3,2,2,1,3,1
a044a1e547dad90f8608df7afd576a207c4001cd,15,1.0,3,3,0,1,398.1,513.8,545.0,450.9,1,120.0,80.0,80.0,120.0,80.0,480.0,5,5,3,1,1,1,1
1eed09ac852ef6ec407945f666b29d8fbc9b0d99,18,2.0,2,1,1,1,558.5,593.5,618.9,422.7,0,140.0,160.0,180.0,180.0,140.0,800.0,2,5,7,2,2,2,1
6841ec4a9efdcc54c0394357ec15a04618ec4d1d,32,2.0,2,1,10,1,437.0,454.1,478.1,372.1,1,100.0,80.0,100.0,100.0,60.0,440.0,3,5,2,1,2,2,1
1d709f367867af30acd11e992b6b6770b0a8faff,18,2.0,1,2,0,2,444.6,501.3,484.5,434.3,1,120.0,120.0,100.0,100.0,80.0,520.0,5,5,5,1,1,3,1
22f0f2792921dfd35360d9e91ac16dde2890d83c,19,1.0,3,1,2,1,408.0,492.9,456.6,514.3,0,120.0,120.0,80.0,80.0,60.0,460.0,5,5,3,2,2,3,1
ef011621482a9dee851c4ff350a276cbb7314cb4,22,2.0,3,2,0,2,397.1,525.5,527.4,471.6,1,60.0,80.0,60.0,80.0,20.0,300.0,2,2,2,1,1,1,1
a12c2c73d4ecbe11133723153943707ebd647c22,17,2.0,3,2,0,2,505.2,527.0,485.4,444.6,1,140.0,120.0,120.0,140.0,160.0,680.0,2,2,2,1,1,1,1
dd99aeae121391e0ddda912def34d3e98093ec78,21,2.0,2,1,1,1,439.7,509.7,485.4,362.1,1,80.0,80.0,60.0,60.0,40.0,320.0,4,4,2,1,1,2,1
644d571686fd5e9d84db086b287a01d2ab7f35d3,17,2.0,0,2,0,2,444.2,530.7,522.6,396.7,1,120.0,120.0,120.0,120.0,100.0,580.0,2,1,2,1,1,1,1
41ddda1e529dc0f4b7065dbb8b0ef5c2c8167689,17,1.0,3,3,0,1,436.1,560.4,358.4,529.5,0,60.0,40.0,40.0,40.0,0.0,180.0,5,5,3,2,2,2,1
cb54d1379bd45cde03b82f65905bbf84abd3baaf,18,2.0,1,2,0,2,476.8,430.8,506.7,388.0,1,120.0,120.0,80.0,120.0,80.0,520.0,2,3,2,1,1,3,1
da9217de5e24da3242e2192fc0e32128ae0ee669,18,1.0,1,2,0,2,546.9,561.8,559.9,484.4,0,100.0,120.0,120.0,80.0,100.0,520.0,3,5,5,2,2,1,1
cbebe25286f6785db241013338efe8ced4427f3b,21,1.0,3,2,0,2,377.7,502.1,466.8,362.8,1,120.0,100.0,100.0,120.0,40.0,480.0,8,8,1,1,1,1,1
a91cf55c506b57307a93e54c0e2bed3f889aec31,18,1.0,3,1,1,1,462.4,629.8,600.1,574.3,0,140.0,120.0,140.0,120.0,100.0,620.0,5,4,6,2,2,2,1
41f626a0c8b1acb4ef99d18435b02314f22e36f1,19,2.0,2,1,1,1,446.2,462.1,410.2,487.9,1,100.0,100.0,80.0,100.0,40.0,420.0,2,2,2,2,1,1,1
f9e84e5d4c05d430d3046cd48ea466c9e4b51e3a,39,1.0,1,1,10,1,511.0,622.1,559.8,550.0,1,120.0,120.0,120.0,140.0,140.0,640.0,5,5,6,2,2,2,1
cfeb4d4e13d8c174aa286b750b46d929be83fec7,17,1.0,2,2,0,2,541.2,600.2,606.9,570.2,0,120.0,160.0,160.0,120.0,80.0,640.0,2,4,3,2,2,2,1
5acc586e0252b7837e16e7cfb9eb2c40d85572df,19,2.0,3,1,2,1,438.9,575.6,474.0,427.6,1,140.0,100.0,120.0,120.0,100.0,580.0,2,2,4,1,2,3,1
2b2c7754e0b1a7cad1a420939104bf18bf7c311f,20,2.0,2,1,2,1,515.9,555.0,540.5,524.1,0,100.0,120.0,100.0,80.0,80.0,480.0,8,7,2,2,2,3,1
bf5a5d5f5b89cf2e081bd3dc5cf3692c1291c904,18,2.0,3,2,0,2,419.6,494.4,462.4,419.1,0,120.0,120.0,120.0,120.0,80.0,560.0,5,6,4,2,2,1,1
679e261a8f58126bc51f9a2c8f35211535971fd5,18,1.0,1,1,1,1,446.2,498.6,425.1,407.7,0,120.0,80.0,120.0,120.0,80.0,520.0,5,7,3,1,2,1,5
2abd4f6c3caa0744057a073263caa9fd980e86dc,19,2.0,1,1,2,1,519.8,545.6,519.7,488.5,1,120.0,120.0,120.0,120.0,120.0,600.0,3,5,2,2,2,2,1
3aaaf07bb210d7bf8c0514a679d7023b4cf70e90,23,2.0,3,1,3,1,447.3,474.8,396.7,445.3,1,100.0,40.0,40.0,120.0,0.0,300.0,2,5,3,2,1,2,1
0dcf0661772b27e3c27b47c8b49b10873a885bc9,28,2.0,1,1,10,1,380.8,585.3,487.0,593.4,1,100.0,100.0,80.0,100.0,80.0,460.0,3,5,2,2,2,2,1
0243ca0a9fb9c73ec70af7426a672b4f82e285d0,18,1.0,3,2,0,2,419.7,575.1,582.3,455.7,0,100.0,120.0,120.0,120.0,80.0,540.0,3,4,4,2,2,1,1
d32ba56d7e4a737b9dc6bc9aaabe0877c7aa6351,18,2.0,1,1,1,1,467.9,595.2,540.2,367.9,1,120.0,120.0,120.0,120.0,80.0,560.0,3,3,6,2,2,1,1
64910b7de826e43e06efb5189d2121fc1c7b89a3,17,2.0,3,2,0,2,413.0,486.9,522.9,519.8,1,120.0,100.0,100.0,120.0,80.0,520.0,2,2,3,2,2,1,1
f9b0df23ba93f29c3a4a288cfa118a6ebbfba238,22,1.0,1,1,2,1,617.8,701.1,630.8,688.9,1,160.0,120.0,120.0,140.0,160.0,700.0,6,4,2,2,2,1,1
df429919634724ded011840e9ed123a64bfddc51,20,2.0,1,1,1,1,401.2,660.7,588.1,623.1,0,160.0,120.0,120.0,120.0,120.0,640.0,5,4,4,3,2,1,1
b8511161ed92ac59f3f68ea56dd6e282d5fe3e5b,25,2.0,3,1,7,1,453.9,560.6,523.1,374.4,1,140.0,120.0,120.0,100.0,60.0,540.0,2,1,2,1,1,2,1
8ad6f52bd6e75db2591cdfa2e0825592c5126b24,21,1.0,1,1,3,1,452.5,551.5,534.5,403.4,1,120.0,80.0,100.0,100.0,120.0,520.0,5,5,4,2,2,3,4
2a8433d61a278c8c517278e2a928965b93917dbb,20,2.0,3,1,2,1,470.2,547.0,564.2,553.8,1,120.0,100.0,100.0,100.0,40.0,460.0,3,5,3,2,2,3,1
3df05c7a16520c0b6ee3bff020b1db3254d30a89,17,2.0,3,2,0,2,415.6,484.0,503.5,491.1,1,120.0,60.0,80.0,100.0,60.0,420.0,5,5,3,2,2,3,1
4ce4f5193c8b0d8535c598dc25228443fd844587,57,1.0,1,1,10,1,400.0,680.7,595.4,580.7,0,120.0,120.0,100.0,80.0,60.0,480.0,6,6,15,2,2,2,4
db529d5e8a4f8e796f838c1890af2633fc3c1f8e,27,2.0,3,1,6,1,475.5,552.5,522.9,342.5,1,120.0,120.0,100.0,120.0,40.0,500.0,2,2,3,2,2,3,1
95d456930262780ab8fedbaf728a56e27d20f94a,17,2.0,1,2,0,2,422.3,542.3,571.1,547.0,0,120.0,100.0,120.0,120.0,120.0,580.0,2,5,3,1,1,1,1
703edcd24769d5689a226e79ca67ad6e8058f0f7,17,1.0,2,2,0,2,467.2,536.1,514.5,425.7,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2,2,2,3,1
4c04c61d4ac7ef0069100f0c0928f74912903374,19,1.0,0,3,0,1,472.2,442.1,437.2,408.3,1,100.0,80.0,80.0,80.0,40.0,380.0,8,8,2,1,2,1,1
54516dd9e6563779a873da6b30c7d555c4266393,28,2.0,3,1,6,1,412.1,475.7,475.7,499.6,0,120.0,120.0,80.0,120.0,80.0,520.0,4,5,4,2,2,2,1
80e055b7127d349877046be5cd73e00c4b32a50e,17,1.0,0,2,0,2,462.4,595.8,545.7,476.6,0,120.0,120.0,120.0,120.0,80.0,560.0,5,5,8,2,1,1,1
e06deaa01aef16d9d8f7c899866739286613cfd0,18,2.0,1,1,1,1,714.6,695.1,665.8,808.0,0,160.0,180.0,180.0,200.0,140.0,860.0,6,6,14,4,2,1,4
ff05e5229f273a2f8a6cbb5bbb257f13ef7eb7fb,20,2.0,1,1,3,1,475.9,574.7,502.6,541.3,0,140.0,120.0,120.0,140.0,120.0,640.0,3,4,6,3,2,2,1
5d0127d96fada25b0b7c0a592ffb3381ecfbc2a0,33,1.0,3,1,10,1,538.9,696.2,664.3,513.8,1,160.0,180.0,180.0,160.0,100.0,780.0,2,2,3,2,2,3,1
92b7e60904819773f82f0f53960c37ca2b144d39,18,2.0,0,1,1,1,538.5,521.6,528.4,466.2,1,120.0,120.0,140.0,100.0,80.0,560.0,1,2,2,1,1,1,1
1a84b93ca575062c006125529be406acef6ae975,40,2.0,1,1,10,1,458.2,606.9,595.9,501.9,1,140.0,120.0,120.0,100.0,80.0,560.0,8,1,7,2,2,2,1
23007cce9ebcfc405f7936f0ad632b0f038dd36f,16,2.0,1,3,0,1,385.4,585.4,476.5,510.3,0,140.0,120.0,120.0,120.0,40.0,540.0,2,2,2,1,1,1,1
7de403d4429cc1c870a8a14a4f2bc7a7df154ab4,17,1.0,3,2,0,2,404.2,481.8,449.3,469.3,0,120.0,80.0,80.0,80.0,0.0,360.0,8,8,2,2,1,1,1
d95f5ffe92b5ed584c03c94f4006e4a1af54cab9,23,2.0,3,1,4,1,438.8,528.8,512.4,451.6,0,140.0,120.0,100.0,120.0,80.0,560.0,6,6,3,2,2,3,5
8f8b07b4cd6b1833b394cc3adca1f8b13db9394b,21,1.0,1,1,2,1,406.5,377.4,438.8,400.2,1,80.0,100.0,100.0,80.0,80.0,440.0,1,3,3,3,2,3,1
870d15b8fe8132117039bba265a0e415674fb23d,18,2.0,3,1,1,1,456.0,588.4,499.0,347.8,1,160.0,200.0,180.0,180.0,180.0,900.0,8,5,2,2,1,1,1
b7f36943efe5e73389119254ce1d6def2cc46dd9,18,2.0,4,2,0,2,555.1,584.5,575.8,568.3,0,120.0,120.0,120.0,120.0,120.0,600.0,8,5,2,1,2,1,1
ee16cee0bc3e5136e8448f79193c3ea6c1380701,49,2.0,1,1,10,1,467.2,507.8,558.5,393.6,0,120.0,80.0,80.0,80.0,60.0,420.0,2,3,4,2,2,3,1
4c7cff8ef530f8e4255f49d55795c219c90956fe,16,2.0,1,3,0,1,425.0,614.1,593.0,580.2,1,120.0,160.0,120.0,120.0,80.0,600.0,5,6,13,2,2,1,4
aa63334a3db63e435c6026324cad73f7a695580c,17,2.0,3,2,0,2,503.1,447.0,429.6,499.5,1,60.0,40.0,20.0,0.0,0.0,120.0,3,3,2,1,1,1,1
9fb848ee57eb4463467ceb4776f8f75d8d9bc46a,17,1.0,3,3,0,1,382.3,501.3,437.9,364.3,1,120.0,120.0,120.0,120.0,80.0,560.0,5,2,2,1,1,1,1
626b48441bc0842e88eb5c8b24ca22f4587ccb3f,48,2.0,1,4,0,1,426.6,496.6,507.8,388.7,1,80.0,40.0,0.0,80.0,0.0,200.0,1,2,3,2,1,3,1
a16a9720ced18d87e8da25fa6150236040dd989f,16,2.0,1,3,0,1,557.8,560.9,596.9,515.5,0,120.0,120.0,120.0,120.0,20.0,500.0,2,3,2,2,2,1,1
1aede9a35ae44485c71fa99918fd09aee7b96d1a,17,2.0,3,2,0,2,579.7,502.4,556.7,488.8,0,140.0,80.0,80.0,120.0,140.0,560.0,4,3,2,1,1,1,1
c671bb87e11ca791a91cfc65c12fee69df60a1a5,27,2.0,3,1,6,1,421.9,545.8,559.7,496.4,0,120.0,120.0,140.0,120.0,140.0,640.0,2,3,4,1,1,3,1
40ff1e8dd8dab68f30b79a1be7de5f5caf866b22,18,2.0,1,2,0,2,382.7,528.7,526.6,471.3,1,120.0,120.0,120.0,100.0,100.0,560.0,3,3,2,2,2,1,1
1dffabe7887ad7774f308121a4c44e59e7c84733,19,1.0,3,1,2,1,482.1,508.7,504.6,338.8,1,120.0,120.0,120.0,120.0,40.0,520.0,5,7,6,2,2,3,1
67a1c4628edeb0b7d18d79c1aae2305afcf43a78,20,1.0,1,1,3,1,527.8,579.8,522.5,571.9,1,120.0,160.0,120.0,120.0,120.0,640.0,5,5,8,1,2,2,1
db8a097f3c3c131f6ebd18827ea877aa73a5786f,27,1.0,1,1,5,1,418.2,419.4,545.9,430.5,1,120.0,40.0,40.0,80.0,80.0,360.0,5,5,7,1,2,3,1
02056e28e3f24e8cfcc2ad918fa039b8652b22c4,15,1.0,3,3,0,1,381.8,535.3,450.9,461.2,0,120.0,100.0,80.0,100.0,40.0,440.0,5,5,3,1,1,1,1
9d0b2b0f07524167fbdd793161ef41c85991ed78,17,2.0,1,2,0,2,506.2,507.7,502.9,459.0,1,140.0,120.0,120.0,120.0,60.0,560.0,2,2,3,1,2,1,1
d11819fba8598143e712d2a5cc30c0943700cbfa,24,1.0,3,3,0,1,411.1,484.8,447.3,477.6,1,120.0,80.0,80.0,80.0,0.0,360.0,6,8,2,1,1,1,1
72b3b2d8b0e28ced371eb02557d32c6781c9a911,15,2.0,2,3,0,1,445.8,417.6,489.1,493.1,1,80.0,100.0,80.0,80.0,80.0,420.0,8,8,1,1,1,1,1
6d8eb423dfa4dd6603107f22bf47d3c9d4ee45c4,21,2.0,4,2,0,2,450.3,572.1,568.2,444.3,0,140.0,140.0,120.0,120.0,120.0,640.0,3,3,2,2,2,1,1
4758fbb0014058cf39b14f5a3da28a8c783f544f,32,2.0,1,1,7,1,411.7,357.2,437.7,347.2,1,80.0,60.0,80.0,80.0,20.0,320.0,2,5,2,1,1,3,1
879880729332b833c5d999f9798315df91a09b6f,17,2.0,2,2,0,2,455.8,587.9,602.7,417.8,0,140.0,100.0,120.0,120.0,160.0,640.0,3,5,4,1,2,3,1
0490b06999ff7bd55c3450e763c5bbe1e063e8ba,16,1.0,3,3,0,1,429.8,495.7,539.2,563.7,1,120.0,120.0,100.0,100.0,80.0,520.0,2,3,2,1,1,1,1
6f699cc51c36bdd17d1ed85f157da410b4f08c81,17,1.0,3,2,0,2,556.2,635.7,554.7,700.5,0,160.0,120.0,140.0,160.0,140.0,720.0,5,3,4,2,2,1,1
422b704b182db98fbad9ef42305450262faed770,29,1.0,3,1,9,1,427.9,610.4,573.1,456.1,1,120.0,120.0,120.0,120.0,100.0,580.0,2,1,2,2,2,1,1
ec09ff99813b44b59884229cfbc73487c2189b62,18,1.0,1,2,0,2,537.2,476.8,474.8,378.4,1,120.0,80.0,80.0,80.0,80.0,440.0,3,4,2,1,1,1,1
e8f114fa76becc281dd7a4a7635ff20237ce07a7,18,1.0,1,3,0,1,431.2,607.0,484.7,571.7,0,120.0,140.0,120.0,120.0,120.0,620.0,7,7,17,4,2,1,4
b1668db825d86ca7fdbc216a6db45dc4d9aeca04,14,1.0,3,3,0,1,481.7,589.7,562.0,615.3,0,120.0,120.0,120.0,120.0,40.0,520.0,5,3,2,3,2,1,1
0b50e2e922e6adcfba9f0ecf11ec687bb115eedf,21,1.0,3,1,4,1,592.4,640.2,559.2,454.0,0,120.0,120.0,120.0,120.0,60.0,540.0,2,2,2,1,1,2,1
d9b157c693c6ffd849736d4cf2d2c8beb0e7f649,16,2.0,1,2,0,2,460.3,561.9,563.7,471.4,0,120.0,100.0,100.0,120.0,0.0,440.0,5,5,6,2,2,1,1
dd3217817b1f24c789d09e68c5244e71e215d0e4,17,1.0,5,2,0,2,573.5,591.4,489.1,502.5,0,120.0,160.0,160.0,160.0,100.0,700.0,3,4,2,2,2,1,1
1798818f9f29b837aa5d16c706d2cee37adacb4f,28,2.0,3,1,10,1,453.1,495.5,525.0,337.8,0,120.0,120.0,120.0,120.0,120.0,600.0,1,2,3,3,2,2,1
d6c84b684e1920613c3fe86973764bc9cadf5fdc,23,1.0,4,4,0,1,449.4,585.5,567.5,466.9,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,1,3,1
ab931c6836c180db71f1270edd6d7bff1308c4a6,16,2.0,3,2,0,2,366.9,517.3,456.0,421.4,0,140.0,160.0,120.0,140.0,100.0,660.0,4,4,2,1,2,1,1
d17a817abbd7212c5b85e34749ea83c566bd7722,18,2.0,1,1,1,1,626.2,622.5,546.7,468.8,1,180.0,200.0,160.0,200.0,200.0,940.0,5,5,5,1,2,1,4
3243a0beb2215367deb36de2ff9563d640883cad,27,1.0,1,1,9,1,547.7,618.7,589.1,618.3,0,120.0,140.0,120.0,120.0,120.0,620.0,5,5,7,2,2,2,1
3b2ef94964ac055274c592bc59564e59639b5d03,16,2.0,1,3,0,1,537.6,572.3,566.8,625.6,0,140.0,40.0,80.0,100.0,40.0,400.0,4,5,5,3,2,1,4
7d61978f6ef45ac3921b672921d1d97614c3433d,17,2.0,1,2,0,2,484.8,545.6,615.0,538.5,0,140.0,120.0,100.0,140.0,100.0,600.0,8,4,9,3,2,1,1
92a20f2ba9e6acfebd78872dee9db3a5938976ff,37,2.0,3,1,5,1,376.3,504.0,519.8,374.3,1,100.0,100.0,100.0,100.0,40.0,440.0,2,2,4,2,2,1,1
bc58c3d366d4b7e9c243a548cb751e8e533b4b32,17,1.0,2,2,0,2,483.7,537.8,545.5,651.0,0,120.0,120.0,80.0,80.0,120.0,520.0,5,2,5,2,2,1,1
19164ed50e680c3a2540da61a6511e41a129f63c,20,1.0,0,4,0,1,397.8,585.2,600.0,428.9,0,160.0,140.0,120.0,140.0,100.0,660.0,2,4,2,2,2,2,1
22969a21462062ec4859a24a3fd8f90a944cf666,18,1.0,1,1,1,1,445.4,539.7,496.5,632.8,1,80.0,60.0,60.0,80.0,80.0,360.0,5,5,4,2,2,3,1
4205f0e3f0e2cc1dbfadf39abfd026d6e94e6417,16,1.0,3,3,0,1,470.6,433.2,591.7,580.0,0,160.0,160.0,120.0,140.0,120.0,700.0,4,4,2,1,1,1,1
748118dca277c81c45d063e06108347622756f60,18,2.0,1,2,0,2,506.8,442.3,477.5,441.2,1,140.0,120.0,120.0,120.0,120.0,620.0,6,6,14,5,2,3,1
5ed08f302065e80f21e75e0bf0cb9ec3a0e26650,36,1.0,3,3,0,1,393.8,410.2,501.8,446.3,1,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,1,1,3,1
9a4e0a98e0911cf6e50ae79e1efe2bdd55478345,28,2.0,5,1,8,1,482.1,536.6,543.0,466.5,1,120.0,120.0,100.0,100.0,60.0,500.0,2,2,2,1,1,2,1
4300eb0e3c525e1b33085c72ad0758e1ed096ad7,22,1.0,2,1,5,1,415.9,465.6,391.6,478.6,1,80.0,80.0,100.0,80.0,80.0,420.0,4,4,3,1,1,2,3
d1858d11b82fc1f76f5db44b9d305195f4d7a859,17,2.0,1,2,0,2,363.7,438.0,372.7,385.8,0,100.0,100.0,100.0,100.0,40.0,440.0,5,5,2,1,1,1,1
19f9426b3ab192f8082e4c267f0674169bf03c49,24,1.0,3,1,7,1,555.2,535.2,524.0,585.2,1,140.0,120.0,140.0,120.0,140.0,660.0,2,3,5,2,2,3,1
3ffea98ecb3ba33d1c35f91f69532196254d320b,20,1.0,3,1,3,1,391.7,525.3,558.2,526.1,0,120.0,80.0,80.0,80.0,40.0,400.0,2,3,3,2,2,3,1
5be7c442923ad05cd960db63eb07e6db831ee770,16,2.0,3,2,0,2,466.1,563.9,553.4,575.5,1,140.0,120.0,120.0,160.0,40.0,580.0,4,5,3,3,2,1,1
